	type	T	sampled_tips	observed_trees	unobserved_trees	mu	lambda	psi	p	R_naught	infectious_time	incubation_period
32	PyBDEI (mu)					0.2358815651400631	0.9750584256045676	0.5561471860024492	0.0886024829304346	1.753238081834462	1.798085156535515	4.2394156550818805
32	PyBDEI (lambda)					0.2414394703308492	1.0073646368569718	0.5828200341013103	0.0835327643479785	1.7284317249153858	1.7157955140337062	4.141824858336877
33	PyBDEI (psi)					0.1715099743938048	1.358678406592449	0.4346021942934824	0.2311949232608656	3.1262575855172683	2.3009547883799	5.830564686015843
33	PyBDEI (lambda)					0.1689835361703947	1.374783141757225	0.4352847388688491	0.2315492704775837	3.1583536453168546	2.2973467955679903	5.917736263914189
33	PyBDEI (mu)					0.167549028340629	1.3429669255341246	0.4194154429724175	0.2411958667027941	3.2019968459350303	2.3842708149059835	5.96840226352724
33	PyBDEI (p)					0.1744393399573825	1.3668127022451495	0.4428190816913224	0.223869740549289	3.0866165410593545	2.2582586011889023	5.732651821798403
33	real	55.1976848		1.0	0.0	0.167549028340629	1.374783141757225	0.4346021942934824	0.223869740549289	3.1633138530102496	2.3009547883799	5.96840226352724
34	PyBDEI (psi)					0.1776839968361819	0.2721161410447753	0.2657302945622936	0.9383767528942212	1.0240313077325274	3.76321413276263	5.627968853728358
34	PyBDEI (p)					0.1785940749417478	0.2723981454860324	0.2642055822694154	0.931273334593158	1.0310082896290318	3.784931383396288	5.5992898998814535
34	PyBDEI (mu)					0.1786418590542569	0.2679088156956273	0.2595704474471704	0.950392129292841	1.0321237195160824	3.852518689376328	5.597792170849951
34	real	577.0076357000002		1.0	0.0	0.1786418590542569	0.2696828284789141	0.2657302945622936	0.931273334593158	1.0148742314952501	3.7632141327626307	5.597792170849953
34	PyBDEI (lambda)					0.1774619356884737	0.2696828284789141	0.2610896507924871	0.9488377085369448	1.0329127472511608	3.830102024207752	5.635011227170732
35	real	396.6748587000001		1.0	0.0	0.1020712643303169	0.1792889974537792	0.1202607152379666	0.350139560960445	1.4908359483727502	8.315267359097641	9.797076646017238
35	PyBDEI (mu)					0.1020712643303169	0.1791936440412578	0.1197879430761394	0.3532275452934005	1.4959238754718327	8.348085577898113	9.797076646017231
35	PyBDEI (lambda)					0.1000905880510798	0.1792889974537792	0.1192276380338403	0.3599951995787303	1.5037536632478758	8.387317038992002	9.990949393659909
35	PyBDEI (psi)					0.1006843333549405	0.1801495521047757	0.1202607152379666	0.3556417056334086	1.497991690372901	8.315267359097637	9.932031793613008
35	PyBDEI (p)					0.1016170448461775	0.1807788874756635	0.120908480629242	0.350139560960445	1.4951712777700854	8.27071843757953	9.840868739233134
36	real	130.664194		1.0	0.0	0.052300244692993	0.4425895541035867	0.1125880521142171	0.344795403114044	3.9310525921044737	8.881937125846452	19.1203694336439
36	PyBDEI (lambda)					0.0561154790796501	0.4425895541035867	0.1185139079516752	0.3263257605379359	3.734494640781361	8.437828245506477	17.82039494986051
36	PyBDEI (p)					0.0552977909358782	0.4328884323478679	0.1133978621274787	0.344795403114044	3.817430278017294	8.818508402529032	18.083905036271204
